id,name,countReview,discountPercentage,price,rating
13104260532,RUDEBASIC - Summer Oversized Tee | HeavyWeight,16,10,179100,5
14798481074,Bundling TUPTIL - Nipple Cover Pria,55,12,115000,5
1827727553,Hammer Man Basic Tee Online Z1TO001-H1,683,53,89900,5
14638093778,Moutley Kaos Lengan Pendek Oversized RED M010824,8,50,119500,5
7806488850,"Voyager Outfitters T-Shirt - blink-182 ""I Miss You Lyric""",29,7,139500,5
2657697752,Merchcons Ultra Heavy 16s - Black,687,0,64100,5
7478217480,GT MAN SPORT SPDF-BLACK ROUND NECK QUICK DRY,393,47,61133,5
1211868365,Human Greatness Midweight T-shirt Black,913,30,105000,5
14620801215,Russ Poloshirt Rugby Tangan Pendek Gainner Broken White,44,60,139000,5
14542618979,Zalmore Men Vneck Top Premium Waffle,83,50,63500,5
10909073231,Von Dutch Tshirt 0851 Black,24,40,251400,5
14588650331,Ricky is Clown Black Mamba Snakeskin Embroidered Smiling Tee Black,3,0,850000,5
2037659254,Kaos Lengan Pendek warna Print DTG Custom / T-Shirt Cetak Sablon,875,0,70000,5
2083416589,Kaos Polos New States Apparel 7200 Premium Cotton T-shirt,7713,0,50000,5
14720200044,No Void Minds Litex Heavyweight Cotton TPF Oversized Core xT-Shirt | Charcoal,244,64,99900,5
14560001309,OCWA GAVIN OVERSIZED CROP MUSCLE TEE BLACK,7,0,249900,5
11692099625,KAOS POLOS PREMIUM COTTON COMBED 24S REGULER FIT T-SHIRT LENGAN PENDEK,4547,50,31000,5
11077274018,Celery Oversized Tee,69,10,179100,5
7849610644,HSCO Rugby Shirt Veld,66,32,149600,5
12661828264,TLM Merch - Persona 3 Reload (T-Shirt) I By The Lazy Monday,184,0,179000,5
963914832,KAOS GAME MOBILE LEGEND 1 SISI A,75,10,42300,5
14977371823,Deliwafa - Sobat Ngarit Nusantara | Long Sleeve | Atasan Lengan Panjang | Baju Pria Wanita,37,0,105000,5
8008006280,KAOS POLOS PRIA COTTON COMBED 30S REGULER FIT LENGAN PENDEK,97561,50,26000,5
12616905955,TRNOVR Kaos Reguler Fit | Rukawa Kaede | Rukawa 11,115,0,90000,5
